statId,playerId,playerName,primaryPosition,positionGroup,clubName,seasonKey,status,ovr,confidence,minutesPlayed,appearances,finishing,shotPower,shotAccuracy,positioning,attackingMovement,shortPassing,longPassing,vision,crossing,throughBalls,chanceCreation,tackling,interceptions,marking,defensiveAwareness,positioningDef,blocks,aerialAbility,dribbling,ballControl,composure,stamina,strength,pace,acceleration,workRate,gkReflexes,gkHandling,gkPositioning,gkKicking,gkClaims
laliga-stat-13105-2023-2024,laliga-p-13105,Reinildo Isnard Mandava,CB,DEFENDER,Atlético de Madrid,2023-2024,RATED,83,0.72,723,16,74.0,73.0,74.0,73.0,69.0,77.0,76.0,76.0,75.0,76.0,76.0,87.0,86.0,85.0,86.0,85.0,84.0,79.0,70.0,71.0,69.0,62.0,63.0,63.0,63.0,67.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-5068-2023-2024,laliga-p-5068,Renato Tapia,CM,MIDFIELDER,RC Celta,2023-2024,RATED,75,0.9,1337,21,58.0,59.0,59.0,60.0,62.0,77.0,76.0,77.0,76.0,76.0,77.0,89.0,88.0,86.0,88.0,86.0,85.0,82.0,63.0,64.0,64.0,68.0,68.0,67.0,67.0,72.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-23347-2023-2024,laliga-p-23347,Ricard Artero,CM,MIDFIELDER,Girona FC,2023-2024,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
laliga-stat-12652-2023-2024,laliga-p-12652,Ricard Sánchez,CB,DEFENDER,Granada CF,2023-2024,RATED,68,0.99,2298,33,70.0,71.0,69.0,72.0,75.0,64.0,64.0,64.0,64.0,64.0,64.0,66.0,66.0,66.0,66.0,66.0,66.0,71.0,77.0,76.0,78.0,84.0,82.0,83.0,83.0,80.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-14673-2023-2024,laliga-p-14673,Ricardo Visus,CB,DEFENDER,Real Betis,2023-2024,RATED,71,0.23,165,3,59.0,60.0,60.0,60.0,61.0,68.0,68.0,68.0,68.0,68.0,68.0,73.0,72.0,72.0,72.0,72.0,72.0,70.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,65.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-2355-2023-2024,laliga-p-2355,Robert Lewandowski,ST,ATTACKER,FC Barcelona,2023-2024,RATED,91,0.99,2758,35,96.0,95.0,95.0,94.0,94.0,56.0,57.0,57.0,58.0,57.0,57.0,56.0,57.0,57.0,57.0,57.0,58.0,66.0,88.0,87.0,89.0,90.0,88.0,90.0,90.0,84.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-14936-2023-2024,laliga-p-14936,Robert Navarro,CM,MIDFIELDER,Cádiz CF,2023-2024,RATED,71,0.99,1905,28,65.0,66.0,65.0,68.0,71.0,67.0,67.0,67.0,68.0,67.0,67.0,71.0,70.0,70.0,70.0,70.0,70.0,73.0,77.0,76.0,77.0,79.0,78.0,78.0,78.0,77.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-9468-2023-2024,laliga-p-9468,Robin Le Normand,CB,DEFENDER,Real Sociedad,2023-2024,RATED,85,0.99,2473,29,68.0,70.0,68.0,73.0,76.0,96.0,94.0,95.0,92.0,94.0,95.0,84.0,83.0,82.0,83.0,82.0,81.0,85.0,83.0,84.0,84.0,89.0,87.0,88.0,88.0,88.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-12718-2023-2024,laliga-p-12718,Rodrigo Sánchez Rodríguez,CM,MIDFIELDER,Real Betis,2023-2024,RATED,69,0.83,1039,29,65.0,64.0,65.0,64.0,62.0,77.0,76.0,76.0,75.0,76.0,76.0,61.0,62.0,62.0,62.0,62.0,62.0,60.0,62.0,63.0,61.0,58.0,59.0,59.0,59.0,59.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-1481-2023-2024,laliga-p-1481,Rodrigo De Paul,CM,MIDFIELDER,Atlético de Madrid,2023-2024,RATED,83,0.99,2085,34,70.0,71.0,70.0,73.0,73.0,94.0,91.0,92.0,90.0,91.0,92.0,63.0,63.0,63.0,63.0,63.0,64.0,67.0,78.0,79.0,78.0,78.0,77.0,78.0,78.0,75.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-12116-2023-2024,laliga-p-12116,Rodrigo Riquelme,CM,MIDFIELDER,Atlético de Madrid,2023-2024,RATED,69,0.94,1522,34,75.0,74.0,75.0,74.0,72.0,70.0,70.0,70.0,70.0,70.0,70.0,66.0,67.0,67.0,67.0,67.0,67.0,67.0,71.0,71.0,70.0,67.0,67.0,68.0,68.0,67.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-12013-2023-2024,laliga-p-12013,Rodrygo Silva de Goes,ST,ATTACKER,Real Madrid CF,2023-2024,RATED,85,0.99,2388,34,86.0,86.0,85.0,85.0,85.0,73.0,73.0,73.0,72.0,73.0,73.0,53.0,53.0,54.0,53.0,54.0,55.0,62.0,81.0,81.0,82.0,84.0,83.0,84.0,84.0,78.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-877-2023-2024,laliga-p-877,Roger Martí,ST,ATTACKER,Cádiz CF,2023-2024,RATED,74,0.9,1367,23,74.0,73.0,73.0,75.0,71.0,57.0,58.0,58.0,59.0,58.0,58.0,61.0,61.0,61.0,61.0,61.0,62.0,63.0,78.0,77.0,76.0,68.0,68.0,70.0,70.0,67.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-13017-2023-2024,laliga-p-13017,Roman Yaremchuk,ST,ATTACKER,Valencia CF,2023-2024,RATED,75,0.81,926,25,80.0,78.0,80.0,76.0,73.0,56.0,57.0,57.0,58.0,57.0,57.0,62.0,62.0,63.0,62.0,63.0,63.0,62.0,67.0,66.0,66.0,62.0,63.0,63.0,63.0,62.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-19356-2023-2024,laliga-p-19356,Rominigue Kouamé,CM,MIDFIELDER,Cádiz CF,2023-2024,RATED,71,0.74,820,16,59.0,59.0,59.0,59.0,60.0,78.0,77.0,77.0,76.0,77.0,77.0,74.0,73.0,73.0,73.0,73.0,73.0,70.0,59.0,60.0,60.0,60.0,61.0,60.0,60.0,63.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-12130-2023-2024,laliga-p-12130,Ronald Araujo,CB,DEFENDER,FC Barcelona,2023-2024,RATED,76,0.99,1994,25,65.0,67.0,65.0,69.0,71.0,99.0,96.0,98.0,94.0,96.0,98.0,72.0,72.0,72.0,72.0,72.0,72.0,75.0,79.0,80.0,79.0,81.0,79.0,80.0,80.0,79.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-1858-2023-2024,laliga-p-1858,Rubén Alcaraz,CM,MIDFIELDER,Cádiz CF,2023-2024,RATED,80,0.99,3138,36,66.0,69.0,66.0,69.0,77.0,78.0,77.0,78.0,77.0,77.0,78.0,82.0,81.0,80.0,81.0,80.0,80.0,85.0,77.0,77.0,80.0,92.0,90.0,90.0,90.0,90.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-1741-2023-2024,laliga-p-1741,Rubén Duarte,CB,DEFENDER,Deportivo Alavés,2023-2024,RATED,78,0.99,1875,28,65.0,67.0,66.0,68.0,70.0,65.0,65.0,65.0,65.0,65.0,65.0,81.0,80.0,79.0,80.0,79.0,79.0,80.0,74.0,73.0,74.0,78.0,77.0,77.0,77.0,79.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-972-2023-2024,laliga-p-972,Rubén García,ST,ATTACKER,CA Osasuna,2023-2024,RATED,73,0.94,1549,30,74.0,73.0,73.0,74.0,72.0,67.0,67.0,67.0,67.0,67.0,67.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,73.0,73.0,73.0,70.0,70.0,71.0,71.0,71.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-25202-2023-2024,laliga-p-25202,Rubén Iranzo,CB,DEFENDER,Valencia CF,2023-2024,UNRATED,,0.05,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
laliga-stat-1495-2023-2024,laliga-p-1495,Rubén Peña,ST,ATTACKER,CA Osasuna,2023-2024,RATED,69,0.99,2105,29,63.0,65.0,64.0,68.0,71.0,62.0,63.0,62.0,63.0,63.0,62.0,72.0,72.0,72.0,72.0,72.0,71.0,75.0,78.0,77.0,79.0,82.0,80.0,81.0,81.0,80.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-32814-2023-2024,laliga-p-32814,Rubén Quintanilla,CM,MIDFIELDER,RCD Mallorca,2023-2024,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
laliga-stat-1005-2023-2024,laliga-p-1005,Rubén Sobrino,ST,ATTACKER,Cádiz CF,2023-2024,RATED,65,0.97,1648,32,64.0,65.0,64.0,64.0,67.0,61.0,62.0,62.0,62.0,62.0,62.0,72.0,72.0,72.0,72.0,72.0,71.0,72.0,64.0,64.0,66.0,73.0,72.0,71.0,71.0,72.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-5889-2023-2024,laliga-p-5889,Rui Tiago Dantas da Silva,GK,GOALKEEPER,Real Betis,2023-2024,RATED,67,0.99,2475,28,54.0,57.0,55.0,58.0,68.0,61.0,62.0,61.0,62.0,62.0,61.0,48.0,49.0,50.0,49.0,50.0,51.0,60.0,68.0,68.0,73.0,89.0,87.0,86.0,86.0,81.0,68.0,68.0,68.0,62.0,68.0
laliga-stat-34073-2023-2024,laliga-p-34073,Rúben Montero,GK,GOALKEEPER,Deportivo Alavés,2023-2024,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
laliga-stat-32822-2023-2024,laliga-p-32822,Salim El Jebari,ST,ATTACKER,Atlético de Madrid,2023-2024,UNRATED,,0.05,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
laliga-stat-4084-2023-2024,laliga-p-4084,Salvi Sánchez,CM,MIDFIELDER,RCD Espanyol de Barcelona,2023-2024,RATED,63,0.79,872,25,75.0,73.0,74.0,71.0,68.0,66.0,66.0,66.0,66.0,66.0,66.0,62.0,63.0,63.0,63.0,63.0,63.0,61.0,63.0,63.0,62.0,57.0,58.0,58.0,58.0,58.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-33383-2023-2024,laliga-p-33383,Samu Omorodion,ST,ATTACKER,Deportivo Alavés,2023-2024,RATED,80,0.99,1922,34,84.0,83.0,83.0,80.0,81.0,54.0,55.0,55.0,56.0,55.0,55.0,60.0,60.0,61.0,60.0,61.0,61.0,65.0,71.0,70.0,72.0,76.0,75.0,75.0,75.0,73.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-27262-2023-2024,laliga-p-27262,Samuel Dias Lino,ST,ATTACKER,Atlético de Madrid,2023-2024,RATED,80,0.99,2087,34,79.0,79.0,79.0,80.0,79.0,72.0,72.0,72.0,72.0,72.0,72.0,70.0,70.0,69.0,70.0,69.0,69.0,73.0,81.0,81.0,81.0,79.0,78.0,80.0,80.0,77.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-14914-2023-2024,laliga-p-14914,Samuel de Almeida Costa,CM,MIDFIELDER,RCD Mallorca,2023-2024,RATED,77,0.99,2305,34,61.0,63.0,61.0,64.0,70.0,74.0,74.0,74.0,73.0,74.0,74.0,92.0,91.0,90.0,91.0,90.0,88.0,89.0,70.0,70.0,72.0,82.0,81.0,80.0,80.0,84.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-532-2023-2024,laliga-p-532,Sandro Ramírez,ST,ATTACKER,UD Las Palmas,2023-2024,RATED,76,0.99,1819,27,74.0,74.0,74.0,76.0,75.0,65.0,65.0,65.0,65.0,65.0,65.0,55.0,55.0,56.0,55.0,56.0,57.0,61.0,79.0,78.0,78.0,75.0,74.0,76.0,76.0,71.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-4683-2023-2024,laliga-p-4683,Santi Comesaña,CM,MIDFIELDER,Villarreal CF,2023-2024,RATED,79,0.97,1656,27,69.0,69.0,69.0,71.0,70.0,82.0,80.0,81.0,80.0,80.0,81.0,80.0,80.0,79.0,80.0,79.0,79.0,78.0,75.0,75.0,74.0,73.0,72.0,73.0,73.0,74.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-6253-2023-2024,laliga-p-6253,Unknown Player,CM,MIDFIELDER,Wolves,2023-2024,RATED,75,0.7,820,12,59.0,59.0,59.0,60.0,60.0,85.0,84.0,84.0,83.0,84.0,84.0,74.0,74.0,73.0,74.0,73.0,73.0,70.0,63.0,64.0,63.0,61.0,62.0,62.0,62.0,64.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-24604-2023-2024,laliga-p-24604,Santiago García,CM,MIDFIELDER,Getafe CF,2023-2024,UNRATED,,0.05,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
laliga-stat-30243-2023-2024,laliga-p-30243,Sávio Moreira de Oliveira,ST,ATTACKER,Girona FC,2023-2024,RATED,84,0.99,2989,37,79.0,80.0,79.0,83.0,84.0,65.0,65.0,65.0,65.0,65.0,65.0,59.0,59.0,60.0,59.0,60.0,60.0,68.0,92.0,90.0,91.0,91.0,89.0,91.0,91.0,84.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-15773-2023-2024,laliga-p-15773,Saúl Coco,CB,DEFENDER,UD Las Palmas,2023-2024,RATED,82,0.99,2293,30,61.0,63.0,61.0,65.0,70.0,88.0,86.0,87.0,85.0,86.0,87.0,82.0,81.0,81.0,81.0,81.0,80.0,83.0,73.0,74.0,76.0,84.0,83.0,83.0,83.0,84.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-671-2023-2024,laliga-p-671,Unknown Player,CM,MIDFIELDER,Atlético de Madrid,2023-2024,RATED,75,0.9,1362,34,64.0,64.0,64.0,65.0,64.0,77.0,76.0,77.0,76.0,76.0,77.0,86.0,85.0,84.0,85.0,84.0,83.0,79.0,67.0,68.0,67.0,65.0,65.0,65.0,65.0,69.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-13144-2023-2024,laliga-p-13144,Selim Amallah,CM,MIDFIELDER,Valencia CF,2023-2024,RATED,67,0.73,597,20,69.0,68.0,69.0,68.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,84.0,83.0,82.0,83.0,82.0,81.0,76.0,68.0,67.0,65.0,57.0,58.0,59.0,59.0,62.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-33382-2023-2024,laliga-p-33382,Selu Diallo,CM,MIDFIELDER,Deportivo Alavés,2023-2024,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
laliga-stat-24523-2023-2024,laliga-p-24523,Sergi Altimira,CM,MIDFIELDER,Real Betis,2023-2024,RATED,75,0.67,566,14,74.0,72.0,73.0,72.0,68.0,83.0,81.0,82.0,81.0,81.0,82.0,78.0,77.0,77.0,77.0,77.0,76.0,72.0,68.0,68.0,66.0,58.0,59.0,60.0,60.0,62.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-19257-2023-2024,laliga-p-19257,Unknown Player,CM,MIDFIELDER,Valencia CF,2023-2024,RATED,65,0.87,1234,27,71.0,71.0,71.0,71.0,69.0,63.0,63.0,63.0,63.0,63.0,63.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,70.0,69.0,69.0,66.0,66.0,67.0,67.0,66.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-11789-2023-2024,laliga-p-11789,Sergi Cardona,CB,DEFENDER,UD Las Palmas,2023-2024,RATED,91,0.99,2816,35,61.0,64.0,62.0,65.0,73.0,86.0,84.0,85.0,83.0,84.0,85.0,92.0,91.0,90.0,91.0,90.0,88.0,92.0,75.0,75.0,78.0,91.0,89.0,89.0,89.0,91.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-1042-2023-2024,laliga-p-1042,Sergi Darder,CM,MIDFIELDER,RCD Mallorca,2023-2024,RATED,72,0.99,2154,36,70.0,71.0,70.0,71.0,73.0,71.0,70.0,71.0,70.0,70.0,71.0,65.0,65.0,65.0,65.0,65.0,66.0,69.0,74.0,74.0,75.0,78.0,77.0,77.0,77.0,75.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-1997-2023-2024,laliga-p-1997,Sergi Guardiola,ST,ATTACKER,Cádiz CF,2023-2024,RATED,72,0.71,475,22,77.0,75.0,77.0,73.0,68.0,66.0,66.0,66.0,66.0,66.0,66.0,63.0,63.0,63.0,63.0,63.0,63.0,60.0,65.0,65.0,63.0,55.0,56.0,57.0,57.0,57.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-21-2023-2024,laliga-p-21,Sergi Roberto,CB,DEFENDER,FC Barcelona,2023-2024,RATED,73,0.73,863,14,71.0,70.0,70.0,72.0,69.0,95.0,92.0,94.0,91.0,92.0,94.0,72.0,71.0,71.0,71.0,71.0,71.0,70.0,76.0,77.0,74.0,66.0,66.0,68.0,68.0,67.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-4272-2023-2024,laliga-p-4272,Sergio Akieme,CB,DEFENDER,Reims,2023-2024,RATED,70,0.71,818,13,70.0,69.0,70.0,70.0,68.0,66.0,67.0,67.0,67.0,67.0,67.0,71.0,71.0,71.0,71.0,71.0,71.0,69.0,70.0,70.0,69.0,65.0,65.0,66.0,66.0,66.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-15001-2023-2024,laliga-p-15001,Sergio Arribas,CM,MIDFIELDER,UD Almería,2023-2024,RATED,70,0.99,2055,34,82.0,82.0,82.0,79.0,80.0,68.0,68.0,68.0,68.0,68.0,68.0,67.0,67.0,67.0,67.0,67.0,67.0,70.0,73.0,73.0,74.0,77.0,76.0,76.0,76.0,75.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-9784-2023-2024,laliga-p-9784,Sergio Camello,ST,ATTACKER,Rayo Vallecano,2023-2024,RATED,76,0.97,1668,31,77.0,76.0,76.0,77.0,75.0,57.0,58.0,57.0,59.0,58.0,57.0,58.0,58.0,59.0,58.0,59.0,59.0,62.0,77.0,76.0,76.0,72.0,72.0,73.0,73.0,69.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-24971-2023-2024,laliga-p-24971,Sergio Gimeno,CM,MIDFIELDER,Getafe CF,2023-2024,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
laliga-stat-4617-2023-2024,laliga-p-4617,Sergio Herrera,GK,GOALKEEPER,CA Osasuna,2023-2024,RATED,67,0.99,2870,32,54.0,58.0,55.0,58.0,69.0,61.0,62.0,62.0,62.0,62.0,62.0,48.0,49.0,50.0,49.0,50.0,51.0,61.0,69.0,69.0,74.0,92.0,90.0,89.0,89.0,83.0,68.0,68.0,68.0,63.0,68.0
laliga-stat-30444-2023-2024,laliga-p-30444,Sergio Mestre,GK,GOALKEEPER,Atlético de Madrid,2023-2024,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
laliga-stat-55-2023-2024,laliga-p-55,Sergio Ramos,CB,DEFENDER,Sevilla FC,2023-2024,RATED,90,0.99,2518,28,68.0,70.0,68.0,72.0,76.0,88.0,86.0,87.0,85.0,86.0,87.0,91.0,90.0,89.0,90.0,89.0,88.0,90.0,81.0,82.0,83.0,89.0,87.0,87.0,87.0,89.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-35736-2023-2024,laliga-p-35736,Sergio Rodelas,CM,MIDFIELDER,Granada CF,2023-2024,RATED,65,0.23,122,3,64.0,64.0,65.0,65.0,62.0,65.0,66.0,65.0,66.0,66.0,65.0,66.0,66.0,67.0,66.0,67.0,67.0,64.0,67.0,67.0,65.0,59.0,60.0,60.0,60.0,60.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-5852-2023-2024,laliga-p-5852,Sergio Ruiz,CM,MIDFIELDER,Granada CF,2023-2024,RATED,80,0.99,2501,35,57.0,60.0,58.0,62.0,69.0,80.0,78.0,79.0,78.0,78.0,79.0,84.0,83.0,82.0,83.0,82.0,82.0,85.0,72.0,73.0,75.0,87.0,85.0,85.0,85.0,86.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-17911-2023-2024,laliga-p-17911,Sheraldo Becker,CM,MIDFIELDER,Real Sociedad,2023-2024,RATED,63,0.72,772,15,77.0,75.0,77.0,76.0,70.0,63.0,63.0,63.0,63.0,63.0,63.0,56.0,56.0,57.0,56.0,57.0,57.0,57.0,72.0,72.0,70.0,59.0,60.0,61.0,61.0,59.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-13006-2023-2024,laliga-p-13006,Shon Weissman,ST,ATTACKER,US Salernitana 1919,2023-2024,RATED,69,0.62,493,11,73.0,72.0,73.0,70.0,67.0,53.0,54.0,53.0,55.0,54.0,53.0,59.0,60.0,60.0,60.0,60.0,61.0,59.0,62.0,61.0,61.0,58.0,59.0,58.0,58.0,58.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-30198-2023-2024,laliga-p-30198,Siebe Van der Heyden,CB,DEFENDER,RCD Mallorca,2023-2024,RATED,77,0.26,284,6,58.0,59.0,59.0,60.0,60.0,63.0,63.0,63.0,64.0,63.0,63.0,81.0,81.0,80.0,81.0,80.0,79.0,76.0,65.0,65.0,65.0,64.0,64.0,64.0,64.0,67.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-33329-2023-2024,laliga-p-33329,Silvi Clua,CM,MIDFIELDER,Girona FC,2023-2024,UNRATED,,0.05,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
laliga-stat-5888-2023-2024,laliga-p-5888,Sory Kaba,ST,ATTACKER,UD Las Palmas,2023-2024,RATED,65,0.73,720,17,66.0,65.0,66.0,65.0,64.0,56.0,58.0,57.0,58.0,58.0,57.0,66.0,66.0,66.0,66.0,66.0,66.0,64.0,63.0,62.0,62.0,60.0,61.0,61.0,61.0,61.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-35498-2023-2024,laliga-p-35498,Stanis Idumbo Muzambo,CM,MIDFIELDER,Sevilla FC,2023-2024,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
laliga-stat-30405-2023-2024,laliga-p-30405,Stefan Lekovic,CB,DEFENDER,Villarreal CF,2023-2024,UNRATED,,0.05,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
laliga-stat-1882-2023-2024,laliga-p-1882,Stefan Savic,CB,DEFENDER,Atlético de Madrid,2023-2024,RATED,81,0.96,1631,23,57.0,59.0,58.0,61.0,64.0,85.0,83.0,84.0,82.0,83.0,84.0,82.0,82.0,81.0,82.0,81.0,80.0,80.0,70.0,71.0,71.0,75.0,74.0,74.0,74.0,76.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-1035-2023-2024,laliga-p-1035,Stole Dimitrievski,GK,GOALKEEPER,Rayo Vallecano,2023-2024,RATED,67,0.99,3330,37,54.0,58.0,55.0,58.0,69.0,58.0,59.0,59.0,60.0,59.0,59.0,47.0,49.0,50.0,49.0,50.0,51.0,61.0,69.0,69.0,74.0,93.0,90.0,89.0,89.0,84.0,68.0,68.0,68.0,60.0,68.0
laliga-stat-899-2023-2024,laliga-p-899,Jesús Joaquín Fernández Sáenz de la Torre,ST,ATTACKER,Sevilla FC,2023-2024,RATED,68,0.94,1514,29,68.0,68.0,68.0,68.0,68.0,74.0,73.0,73.0,73.0,73.0,73.0,58.0,59.0,59.0,59.0,59.0,60.0,61.0,67.0,67.0,68.0,69.0,69.0,69.0,69.0,67.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-35480-2023-2024,laliga-p-35480,Tadeo Allende,ST,ATTACKER,RC Celta,2023-2024,RATED,70,0.57,330,10,76.0,74.0,76.0,72.0,68.0,58.0,59.0,58.0,59.0,59.0,58.0,66.0,66.0,66.0,66.0,66.0,67.0,63.0,61.0,61.0,60.0,56.0,57.0,57.0,57.0,58.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-12132-2023-2024,laliga-p-12132,Takefusa Kubo,CM,MIDFIELDER,Real Sociedad,2023-2024,RATED,71,0.99,2153,30,81.0,81.0,81.0,81.0,81.0,67.0,68.0,68.0,68.0,68.0,68.0,60.0,60.0,60.0,60.0,60.0,61.0,66.0,80.0,79.0,80.0,80.0,79.0,80.0,80.0,76.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-12856-2023-2024,laliga-p-12856,Tanguy Nianzou,CB,DEFENDER,Sevilla FC,2023-2024,RATED,76,0.55,315,8,58.0,58.0,59.0,59.0,59.0,73.0,72.0,73.0,72.0,72.0,73.0,78.0,78.0,77.0,78.0,77.0,77.0,73.0,60.0,61.0,60.0,61.0,61.0,61.0,61.0,64.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-33715-2023-2024,laliga-p-33715,Tasos Douvikas,ST,ATTACKER,RC Celta,2023-2024,RATED,86,0.8,885,32,97.0,93.0,96.0,89.0,82.0,54.0,55.0,55.0,56.0,55.0,55.0,66.0,66.0,67.0,66.0,67.0,67.0,64.0,71.0,70.0,69.0,59.0,60.0,61.0,61.0,61.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-17512-2023-2024,laliga-p-17512,Theo Corbeanu,ST,ATTACKER,Granada CF,2023-2024,RATED,76,0.27,196,9,84.0,81.0,83.0,78.0,73.0,57.0,58.0,57.0,59.0,58.0,57.0,71.0,71.0,71.0,71.0,71.0,70.0,67.0,64.0,64.0,63.0,58.0,59.0,59.0,59.0,61.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-560-2023-2024,laliga-p-560,Thibaut Courtois,GK,GOALKEEPER,Real Madrid CF,2023-2024,RATED,69,0.51,333,4,54.0,54.0,55.0,56.0,55.0,65.0,65.0,65.0,65.0,65.0,65.0,48.0,49.0,50.0,49.0,50.0,51.0,51.0,61.0,61.0,60.0,58.0,59.0,58.0,58.0,56.0,70.0,70.0,70.0,66.0,70.0
laliga-stat-9489-2023-2024,laliga-p-9489,Thierry Rendall Correia,CB,DEFENDER,Valencia CF,2023-2024,RATED,82,0.99,2157,31,63.0,64.0,63.0,68.0,70.0,74.0,73.0,74.0,73.0,73.0,74.0,84.0,83.0,82.0,83.0,82.0,81.0,83.0,80.0,80.0,80.0,82.0,80.0,82.0,82.0,82.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-2273-2023-2024,laliga-p-2273,Thomas Lemar,CM,MIDFIELDER,Atlético de Madrid,2023-2024,RATED,68,0.23,166,3,63.0,63.0,63.0,64.0,62.0,72.0,72.0,72.0,72.0,72.0,72.0,64.0,64.0,64.0,64.0,64.0,65.0,63.0,64.0,65.0,63.0,61.0,61.0,61.0,61.0,61.0,10.0,10.0,10.0,10.0,10.0
laliga-stat-35148-2023-2024,laliga-p-35148,Théo Zidane,CM,MIDFIELDER,Real Madrid CF,2023-2024,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
laliga-stat-24480-2023-2024,laliga-p-24480,Tomás Mendes,CM,MIDFIELDER,Deportivo Alavés,2023-2024,UNRATED,,0.05,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
laliga-stat-22803-2023-2024,laliga-p-22803,Toni Fuidias,GK,GOALKEEPER,Girona FC,2023-2024,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
laliga-stat-1487-2023-2024,laliga-p-1487,Toni Kroos,CM,MIDFIELDER,Real Madrid CF,2023-2024,RATED,88,0.99,2130,33,67.0,68.0,67.0,71.0,72.0,99.0,99.0,99.0,99.0,99.0,99.0,71.0,71.0,71.0,71.0,71.0,70.0,73.0,81.0,83.0,81.0,78.0,77.0,79.0,79.0,77.0,10.0,10.0,10.0,10.0,10.0
